date,SM_median,Loss,r_pre,r_cur,r_avg,slope_day,slope_night,slope_neg,n_day,n_night,n_neg,n_win,y_min,y_max,t_min,t_max
2019-09-09,10.5,0.20000076,0.07500004768371582,0.07500004768371582,0.07500004768371582,-0.0763889029622078,0.07500004768371582,-0.10000002384185791,12,12,8,24,10.2,11.1,2019-09-10T00:00:00.0,2019-09-09T07:00:00.0
2019-09-10,10.25,0.09999943,0.07500004768371582,0.07749998569488525,0.07625001668930054,-0.07207788899540901,0.07749998569488525,-0.08888880163431168,12,12,9,24,10.0,10.9,2019-09-11T00:00:00.0,2019-09-10T07:00:00.0
2019-09-11,9.95,0.3000002,0.07749998569488525,0.059999942779541016,0.06874996423721313,-0.05277787335216999,0.059999942779541016,-0.0833333358168602,12,12,12,24,9.8,10.7,2019-09-11T23:00:00.0,2019-09-11T07:00:00.0
2019-09-12,9.85,0.09999943,0.059999942779541016,0.060000039637088776,0.059999991208314896,-0.05000019073486328,0.060000039637088776,-0.07777775824069977,12,12,9,24,9.7,10.4,2019-09-13T00:00:00.0,2019-09-12T07:00:00.0
2019-09-13,9.75,0.10000038,0.060000039637088776,0.059999942779541016,0.059999991208314896,-0.050000015646219254,0.059999942779541016,-0.07777775824069977,12,12,9,24,9.6,10.3,2019-09-14T00:00:00.0,2019-09-13T07:00:00.0
2019-09-14,9.6,0.0,0.059999942779541016,0.060000039637088776,0.059999991208314896,-0.05634917877614498,0.060000039637088776,-0.08749997615814209,12,12,8,24,9.5,10.1,2019-09-15T00:00:00.0,2019-09-15T06:00:00.0
2019-09-15,9.5,0.0,0.060000039637088776,0.04365083947777748,0.05182543955743313,-0.0563492476940155,0.04365083947777748,-0.08750009536743164,12,12,8,24,9.4,10.0,2019-09-16T00:00:00.0,2019-09-16T06:00:00.0
2019-09-16,9.4,-0.10000038,0.04365083947777748,0.06833329051733017,0.055992064997553825,-0.05634917877614498,0.06833329051733017,-0.08749997615814209,12,12,8,24,9.3,10.0,2019-09-17T00:00:00.0,2019-09-17T06:00:00.0
2019-09-17,9.3,0.09999943,0.06833329051733017,0.06125001981854439,0.06479165516793728,-0.05857148952782154,0.06125001981854439,-0.08888891339302063,12,12,9,24,9.2,9.9,2019-09-18T00:00:00.0,2019-09-18T05:00:00.0
2019-09-18,9.2,-0.10000038,0.06125001981854439,0.06458330154418945,0.06291666068136692,-0.06306817382574081,0.06458330154418945,-0.07272729277610779,12,12,11,24,9.0,9.8,2019-09-18T21:00:00.0,2019-09-19T06:00:00.0
2019-09-19,9.1,0.0,0.06458330154418945,0.09499998018145561,0.07979164086282253,-0.07321431115269661,0.09499998018145561,-0.08181823045015335,12,12,11,24,8.9,9.8,2019-09-19T23:00:00.0,2019-09-20T06:00:00.0
2019-09-20,9.05,0.0,0.09499998018145561,0.08785708248615265,0.09142853133380413,-0.08541671559214592,0.08785708248615265,-0.0833333358168602,12,12,12,24,8.8,9.7,2019-09-20T23:00:00.0,2019-09-21T06:00:00.0
2019-09-21,8.9,0.0,0.08785708248615265,0.0878571979701519,0.08785714022815228,-0.07750003412365913,0.0878571979701519,-0.10000000149011612,12,12,10,24,8.7,9.6,2019-09-22T00:00:00.0,2019-09-22T06:00:00.0
2019-09-22,8.75,0.0,0.0878571979701519,0.09999996423721313,0.09392858110368252,-0.09545426070690155,0.09999996423721313,-0.09166669845581055,12,12,12,24,8.5,9.5,2019-09-22T23:00:00.0,2019-09-23T06:00:00.0
2019-09-23,8.75,0.10000038,0.09999996423721313,0.0899999588727951,0.09499996155500412,-0.08819444477558136,0.0899999588727951,-0.10000000149011612,12,12,10,24,8.5,9.5,2019-09-24T00:00:00.0,2019-09-23T07:00:00.0
2019-09-24,8.65,0.19999981,0.0899999588727951,0.08000011742115021,0.08500003814697266,-0.09999942779541016,0.08000011742115021,-0.10000000149011612,12,12,10,24,8.4,9.4,2019-09-25T00:00:00.0,2019-09-24T07:00:00.0
2019-09-25,8.75,0.3000002,0.08000011742115021,0.05000019073486328,0.06500015407800674,-0.0833333358168602,0.05000019073486328,-0.09999990463256836,12,12,6,24,8.4,9.2,2019-09-26T00:00:00.0,2019-09-25T07:00:00.0
2019-09-26,8.6,0.0,0.05000019073486328,0.05000019073486328,0.05000019073486328,-0.05000003054738045,0.05000019073486328,-0.0625,12,12,8,24,8.4,8.9,2019-09-27T00:00:00.0,2019-09-27T06:00:00.0
2019-09-27,8.5,-0.3000002,0.05000019073486328,0.08000006899237633,0.0650001298636198,-0.05000003054738045,0.08000006899237633,NaN,12,12,8,24,8.4,9.2,2019-09-28T00:00:00.0,2019-09-28T06:00:00.0
2019-09-28,8.5,0.09999943,0.08000006899237633,0.0666666030883789,0.07333333604037762,-0.0833333358168602,0.0666666030883789,-0.09999995678663254,12,12,9,24,8.3,9.2,2019-09-28T23:00:00.0,2019-09-28T07:00:00.0
2019-09-29,8.55,-0.09999943,0.0666666030883789,0.0899999588727951,0.078333280980587,-0.07638895511627197,0.0899999588727951,-0.10000010579824448,12,12,7,24,8.3,9.2,2019-09-30T00:00:00.0,2019-09-30T06:00:00.0
2019-09-30,8.45,0.10000038,0.0899999588727951,0.06833329051733017,0.07916662469506264,-0.0720779336988926,0.06833329051733017,-0.09999995678663254,12,12,9,24,8.3,9.1,2019-10-01T00:00:00.0,2019-09-30T07:00:00.0
2019-10-01,8.4,0.0,0.06833329051733017,0.07500004768371582,0.071666669100523,-0.05857137218117714,0.07500004768371582,-0.08749997615814209,12,12,8,24,8.2,9.0,2019-10-01T22:00:00.0,2019-10-02T06:00:00.0
2019-10-02,8.4,0.0,0.07500004768371582,0.07321431115269661,0.07410717941820621,-0.06666665524244308,0.07321431115269661,-0.08000002056360245,12,12,10,24,8.2,8.9,2019-10-02T23:00:00.0,2019-10-03T06:00:00.0
2019-10-03,8.35,0.0,0.07321431115269661,0.06833329051733017,0.07077380083501339,-0.060000039637088776,0.06833329051733017,-0.07777775824069977,12,12,9,24,8.2,8.9,2019-10-04T00:00:00.0,2019-10-04T06:00:00.0
2019-10-04,8.35,0.09999943,0.06833329051733017,0.05857148952782154,0.06345239002257586,-0.05857148952782154,0.05857148952782154,-0.08749997615814209,12,12,8,24,8.2,8.9,2019-10-05T00:00:00.0,2019-10-04T07:00:00.0
2019-10-05,8.25,0.09999943,0.05857148952782154,0.026785748079419136,0.04267861880362034,-0.04999983310699463,0.026785748079419136,-0.06363634765148163,12,12,11,24,8.1,8.7,2019-10-05T17:00:00.0,2019-10-05T07:00:00.0
2019-10-06,8.3,0.10000038,0.026785748079419136,0.02499997615814209,0.025892862118780613,-0.03333340771496296,0.02499997615814209,-0.04444450885057449,12,12,9,24,8.2,8.6,2019-10-07T00:00:00.0,2019-10-06T08:00:00.0
2019-10-07,8.3,0.0,0.02499997615814209,0.019999933429062366,0.022499954793602228,-0.01666657067835331,0.019999933429062366,-0.04999995231628418,12,12,4,24,8.3,8.5,2019-10-08T01:00:00.0,2019-10-08T06:00:00.0
2019-10-08,8.4,-0.39999962,0.019999933429062366,0.05857144109904766,0.039285687264055014,-0.02499997615814209,0.05857144109904766,-0.0666666030883789,11,13,3,24,8.2,8.9,2019-10-08T22:00:00.0,2019-10-09T06:00:00.0
2019-10-09,8.5,-0.10000038,0.05857144109904766,0.05916663073003292,0.05886903591454029,-0.0555555559694767,0.05916663073003292,-0.059999942779541016,11,13,10,24,8.3,9.0,2019-10-10T00:00:00.0,2019-10-10T06:00:00.0
2019-10-10,8.6,0.3000002,0.05916663073003292,0.0,0.02958331536501646,-0.05714280158281326,0.0,-0.06666670739650726,11,13,9,24,8.4,9.0,2019-10-11T04:00:00.0,2019-10-10T07:00:00.0
2019-10-11,9.9,-2.8999996,0.0,0.0833333358168602,0.0416666679084301,0.17777782678604126,0.0833333358168602,0.0,11,13,0,24,8.8,11.7,2019-10-11T07:00:00.0,2019-10-12T06:00:00.0
2019-10-12,11.8,-0.5,0.0833333358168602,0.03333332762122154,0.05833333171904087,0.0,0.03333332762122154,0.0,11,13,0,24,11.7,12.2,2019-10-12T07:00:00.0,2019-10-13T06:00:00.0
2019-10-13,12.0,0.09999943,0.03333332762122154,0.0,0.01666666381061077,-0.020000075921416283,0.0,-0.04999995231628418,11,13,4,24,12.0,12.2,2019-10-14T02:00:00.0,2019-10-13T08:00:00.0
2019-10-14,11.8,0.5,0.0,-0.014285768382251263,-0.007142884191125631,-0.04999971389770508,-0.014285768382251263,-0.0555555559694767,11,13,9,24,11.4,12.0,2019-10-15T05:00:00.0,2019-10-14T08:00:00.0
2019-10-15,11.3,0.3000002,-0.014285768382251263,0.0,-0.007142884191125631,-0.03333330154418945,0.0,-0.039999961853027344,11,13,10,24,11.1,11.5,2019-10-16T04:00:00.0,2019-10-15T07:00:00.0
2019-10-16,11.0,0.10000038,0.0,0.019090887159109116,0.009545443579554558,-0.03333346173167229,0.019090887159109116,-0.04444450885057449,11,13,9,24,10.8,11.3,2019-10-17T01:00:00.0,2019-10-16T07:00:00.0
2019-10-17,10.8,0.19999981,0.019090887159109116,0.03874999284744263,0.02892044000327587,-0.059999845921993256,0.03874999284744263,-0.06999997794628143,11,13,10,24,10.4,11.2,2019-10-18T00:00:00.0,2019-10-17T07:00:00.0
2019-10-18,10.5,0.3000002,0.03874999284744263,0.049999913200736046,0.044374953024089336,-0.09999942779541016,0.049999913200736046,-0.08888891339302063,11,13,9,24,10.1,11.0,2019-10-19T01:00:00.0,2019-10-18T07:00:00.0
2019-10-19,10.3,0.19999981,0.049999913200736046,0.042261919006705284,0.046130916103720665,-0.07500004768371582,0.042261919006705284,-0.08749997615814209,11,13,8,24,9.9,10.7,2019-10-20T01:00:00.0,2019-10-19T07:00:00.0
2019-10-20,10.1,0.19999981,0.042261919006705284,0.042261919006705284,0.042261919006705284,-0.0666666030883789,0.042261919006705284,-0.07500004768371582,11,13,8,24,9.7,10.5,2019-10-21T00:00:00.0,2019-10-20T07:00:00.0
2019-10-21,10.0,0.3000002,0.042261919006705284,0.019090890884399414,0.03067640494555235,-0.05000019073486328,0.019090890884399414,-0.0625,11,13,8,24,9.7,10.3,2019-10-22T01:00:00.0,2019-10-21T07:00:00.0
2019-10-22,9.8,0.19999981,0.019090890884399414,0.0,0.009545445442199707,-0.03333330154418945,0.0,-0.04285717010498047,11,13,7,24,9.6,10.0,2019-10-23T02:00:00.0,2019-10-22T09:00:00.0
2019-10-23,9.7,-0.5,0.0,0.0558441448956728,0.0279220724478364,-0.02499985694885254,0.0558441448956728,-0.04999995231628418,11,13,4,24,9.6,10.3,2019-10-23T23:00:00.0,2019-10-24T06:00:00.0
2019-10-24,9.9,0.6000004,0.0558441448956728,0.0,0.0279220724478364,-0.0555555559694767,0.0,-0.060000039637088776,11,13,10,24,9.7,10.3,2019-10-25T06:00:00.0,2019-10-24T07:00:00.0
2019-10-25,9.6,0.10000038,0.0,0.0,0.0,-0.014285632409155369,0.0,-0.04999995231628418,11,13,4,24,9.6,9.8,2019-10-26T03:00:00.0,2019-10-25T07:00:00.0
2019-10-26,9.7,-0.10000038,0.0,0.0,0.0,0.0,0.0,-0.09999942779541016,11,13,1,24,9.6,9.8,2019-10-26T22:00:00.0,2019-10-27T06:00:00.0
2019-10-27,9.8,-0.5,0.0,0.041428565979003906,0.020714282989501953,0.0,0.041428565979003906,-0.10000038146972656,11,13,1,24,9.7,10.3,2019-10-27T15:00:00.0,2019-10-28T06:00:00.0
2019-10-28,10.0,0.0,0.041428565979003906,0.016666730865836143,0.029047648422420025,-0.03333335369825363,0.016666730865836143,-0.040000058710575104,11,13,10,24,9.9,10.3,2019-10-29T00:00:00.0,2019-10-29T06:00:00.0
2019-10-29,10.1,0.10000038,0.016666730865836143,0.02499997615814209,0.020833353511989117,-0.050000015646219254,0.02499997615814209,NaN,11,13,9,24,9.7,10.3,2019-10-30T00:00:00.0,2019-10-29T08:00:00.0
2019-10-30,9.9,0.09999943,0.02499997615814209,0.03541664220392704,0.030208309181034565,-0.05000003054738045,0.03541664220392704,NaN,11,13,9,24,9.6,10.2,2019-10-31T01:00:00.0,2019-10-30T07:00:00.0
2019-10-31,9.9,0.0,0.03541664220392704,0.039999961853027344,0.03770830202847719,-0.05000003054738045,0.039999961853027344,-0.06666675955057144,11,13,6,24,9.5,10.1,2019-11-01T00:00:00.0,2019-11-01T06:00:00.0
2019-11-01,9.8,0.10000038,0.039999961853027344,0.03818178176879883,0.039090871810913086,-0.0555555559694767,0.03818178176879883,-0.0625,11,13,8,24,9.4,10.1,2019-11-02T00:00:00.0,2019-11-01T08:00:00.0
2019-11-02,9.8,0.0,0.03818178176879883,0.01714280666783452,0.027662294218316674,-0.042857032269239426,0.01714280666783452,-0.04999995231628418,11,13,8,24,9.5,10.0,2019-11-03T02:00:00.0,2019-11-03T06:00:00.0
2019-11-03,9.6,0.19999981,0.01714280666783452,0.033333247527480125,0.025238027097657323,-0.0625,0.033333247527480125,-0.06666670739650726,11,13,9,24,9.3,10.0,2019-11-04T01:00:00.0,2019-11-03T07:00:00.0
2019-11-04,9.4,0.10000038,0.033333247527480125,0.047727130353450775,0.04053018894046545,-0.0625,0.047727130353450775,-0.06666670739650726,11,13,9,24,9.1,9.8,2019-11-05T00:00:00.0,2019-11-04T08:00:00.0
2019-11-05,9.4,0.3000002,0.047727130353450775,0.01742422580718994,0.03257567808032036,-0.0555555559694767,0.01742422580718994,-0.0714285746216774,11,13,7,24,9.1,9.7,2019-11-06T01:00:00.0,2019-11-05T08:00:00.0
2019-11-06,9.2,0.0,0.01742422580718994,0.010555495042353868,0.013989860424771905,-0.02499997615814209,0.010555495042353868,-0.042857032269239426,11,13,7,24,9.1,9.3,2019-11-07T02:00:00.0,2019-11-07T06:00:00.0
2019-11-07,9.1,-0.3000002,0.010555495042353868,0.05000003054738045,0.030277762794867158,-0.030000019818544388,0.05000003054738045,-0.04285717010498047,11,13,7,24,9.0,9.6,2019-11-08T00:00:00.0,2019-11-08T06:00:00.0
2019-11-08,9.2,0.20000076,0.05000003054738045,0.0279220724478364,0.03896105149760842,-0.0625,0.0279220724478364,-0.06666670739650726,11,13,9,24,8.9,9.6,2019-11-09T00:00:00.0,2019-11-08T08:00:00.0
2019-11-09,9.2,0.09999943,0.0279220724478364,0.021111191250383854,0.024516631849110126,-0.05000019073486328,0.021111191250383854,-0.0625,11,13,8,24,8.9,9.4,2019-11-10T01:00:00.0,2019-11-09T08:00:00.0
2019-11-10,9.1,-0.09999943,0.021111191250383854,0.04415585845708847,0.03263352485373616,-0.04999971389770508,0.04415585845708847,-0.057142939418554306,11,13,7,24,8.8,9.4,2019-11-11T00:00:00.0,2019-11-11T06:00:00.0
2019-11-11,9.2,0.19999981,0.04415585845708847,0.0045454720966517925,0.02435066527687013,-0.03333330154418945,0.0045454720966517925,-0.059999845921993256,11,13,5,24,9.0,9.4,2019-11-12T02:00:00.0,2019-11-11T08:00:00.0
2019-11-12,9.2,-0.6000004,0.0045454720966517925,0.03333332762122154,0.018939399858936667,0.011111153289675713,0.03333332762122154,0.0,11,13,0,24,9.2,9.8,2019-11-12T12:00:00.0,2019-11-13T06:00:00.0
2019-11-13,9.8,-0.20000076,0.03333332762122154,0.02222220040857792,0.02777776401489973,0.0,0.02222220040857792,-0.09999942779541016,11,14,1,25,9.7,10.1,2019-11-14T00:00:00.0,2019-11-14T07:00:00.0
2019-11-14,9.9,-0.19999981,0.02222220040857792,0.03333330154418945,0.027777750976383686,-0.02857140079140663,0.03333330154418945,-0.04285717010498047,10,14,7,24,9.8,10.2,2019-11-15T01:00:00.0,2019-11-15T07:00:00.0
2019-11-15,9.95,0.0,0.03333330154418945,0.04285717010498047,0.03809523582458496,-0.04285717010498047,0.04285717010498047,-0.05714280158281326,10,14,7,24,9.7,10.2,2019-11-16T01:00:00.0,2019-11-16T07:00:00.0
2019-11-16,10.05,-0.10000038,0.04285717010498047,0.020000075921416283,0.031428623013198376,-0.02499997615814209,0.020000075921416283,-0.04999995231628418,10,14,4,24,9.9,10.3,2019-11-17T02:00:00.0,2019-11-17T07:00:00.0
2019-11-17,10.05,0.6000004,0.020000075921416283,-0.00999994296580553,0.005000066477805376,-0.04285717010498047,-0.00999994296580553,-0.05000007152557373,10,14,8,24,9.6,10.3,2019-11-18T06:00:00.0,2019-11-17T08:00:00.0
2019-11-18,9.6,-0.5,-0.00999994296580553,0.0416666679084301,0.015833362471312284,0.0,0.0416666679084301,-0.03333314135670662,10,14,3,24,9.6,10.1,2019-11-18T22:00:00.0,2019-11-19T07:00:00.0
2019-11-19,9.95,-0.19999981,0.0416666679084301,0.019999980926513672,0.030833324417471886,-0.014285768382251263,0.019999980926513672,-0.05000019073486328,10,14,4,24,9.9,10.3,2019-11-19T16:00:00.0,2019-11-20T07:00:00.0
2019-11-20,10.1,0.10000038,0.019999980926513672,0.014285768382251263,0.017142874654382467,-0.03333330154418945,0.014285768382251263,-0.04285717010498047,10,14,7,24,10.0,10.3,2019-11-21T02:00:00.0,2019-11-20T08:00:00.0
2019-11-21,10.0,0.09999943,0.014285768382251263,0.016666730865836143,0.015476249624043703,-0.03333346173167229,0.016666730865836143,-0.04285717010498047,10,14,7,24,9.8,10.2,2019-11-22T01:00:00.0,2019-11-21T09:00:00.0
2019-11-22,9.95,-0.09999943,0.016666730865836143,0.03636360168457031,0.026515166275203228,-0.03333314135670662,0.03636360168457031,-0.03750002384185791,10,14,8,24,9.7,10.2,2019-11-23T00:00:00.0,2019-11-23T07:00:00.0
2019-11-23,10.0,0.0,0.03636360168457031,0.03333314135670662,0.034848371520638466,-0.03333346173167229,0.03333314135670662,-0.05000003054738045,10,14,6,24,9.8,10.2,2019-11-24T02:00:00.0,2019-11-24T07:00:00.0
2019-11-24,10.0,0.6999998,0.03333314135670662,-0.02499997615814209,0.004166582599282265,-0.03750002384185791,-0.02499997615814209,-0.04444440081715584,10,14,9,24,9.5,10.2,2019-11-25T07:00:00.0,2019-11-24T08:00:00.0
2019-11-25,9.5,-0.10000038,-0.02499997615814209,0.01250004768371582,-0.006249964237213135,-0.01250004768371582,0.01250004768371582,-0.10000038146972656,10,14,1,24,9.4,9.6,2019-11-25T21:00:00.0,2019-11-26T07:00:00.0
2019-11-26,9.6,-0.29999924,0.01250004768371582,0.0,0.00625002384185791,0.0,0.0,0.0,10,14,0,24,9.6,9.9,2019-11-27T03:00:00.0,2019-11-27T07:00:00.0
2019-11-27,11.7,-4.299999,0.0,0.09999974817037582,0.04999987408518791,0.3399999737739563,0.09999974817037582,0.0,10,14,0,24,10.1,14.4,2019-11-27T08:00:00.0,2019-11-28T07:00:00.0
2019-11-28,14.55,-0.19999981,0.09999974817037582,0.0,0.04999987408518791,0.01250004768371582,0.0,0.0,10,14,0,24,14.5,14.7,2019-11-28T12:00:00.0,2019-11-29T07:00:00.0
2019-11-29,14.6,0.09999943,0.0,0.0,0.0,0.0,0.0,-0.09999942779541016,10,14,1,24,14.5,14.7,2019-11-30T02:00:00.0,2019-11-29T10:00:00.0
2019-11-30,14.5,-0.6000004,0.0,0.059999845921993256,0.029999922960996628,0.0,0.059999845921993256,-0.02500009536743164,10,14,8,24,14.4,15.1,2019-11-30T19:00:00.0,2019-12-01T07:00:00.0
2019-12-01,15.2,-0.19999981,0.059999845921993256,0.008012851234525442,0.03400634857825935,0.0,0.008012851234525442,0.0,10,14,0,24,15.1,15.3,2019-12-01T08:00:00.0,2019-12-02T07:00:00.0
2019-12-02,15.15,0.19999981,0.008012851234525442,0.0,0.004006425617262721,-0.02499985694885254,0.0,-0.04999995231628418,10,14,4,24,15.1,15.3,2019-12-03T07:00:00.0,2019-12-02T09:00:00.0
2019-12-03,15.0,0.40000057,0.0,-0.009999990463256836,-0.004999995231628418,-0.02500009536743164,-0.009999990463256836,-0.040000151842832565,10,14,5,24,14.7,15.1,2019-12-04T07:00:00.0,2019-12-03T09:00:00.0
2019-12-04,14.6,0.3000002,-0.009999990463256836,0.0,-0.004999995231628418,-0.025000035762786865,0.0,-0.04999995231628418,10,14,4,24,14.4,14.7,2019-12-05T07:00:00.0,2019-12-04T11:00:00.0
2019-12-05,14.2,0.3000002,0.0,0.0,0.0,-0.020000075921416283,0.0,-0.03749990463256836,10,14,8,24,14.0,14.3,2019-12-06T07:00:00.0,2019-12-05T09:00:00.0
2019-12-06,13.9,0.3000002,0.0,0.0,0.0,-0.02500009536743164,0.0,-0.04999995231628418,10,14,4,24,13.6,14.0,2019-12-07T01:00:00.0,2019-12-06T10:00:00.0
2019-12-07,13.5,0.3000002,0.0,0.0,0.0,-0.03333332762122154,0.0,-0.040000151842832565,10,14,5,24,13.3,13.7,2019-12-08T06:00:00.0,2019-12-07T08:00:00.0
2019-12-08,13.2,0.19999981,0.0,0.0,0.0,-0.02500009536743164,0.0,-0.042857032269239426,10,14,7,24,13.0,13.3,2019-12-09T02:00:00.0,2019-12-08T10:00:00.0
2019-12-09,12.95,0.20000076,0.0,0.008333285339176655,0.004166642669588327,-0.03333314135670662,0.008333285339176655,-0.03750002384185791,10,14,8,24,12.7,13.1,2019-12-10T01:00:00.0,2019-12-09T09:00:00.0
2019-12-10,12.7,0.19999981,0.008333285339176655,0.009090856648981571,0.008712070994079113,-0.03333346173167229,0.009090856648981571,-0.04999987408518791,10,14,6,24,12.5,12.9,2019-12-11T02:00:00.0,2019-12-10T09:00:00.0
2019-12-11,12.5,0.39999962,0.009090856648981571,0.0,0.004545428324490786,-0.039999961853027344,0.0,-0.060000039637088776,10,14,5,24,12.2,12.7,2019-12-12T02:00:00.0,2019-12-11T09:00:00.0
2019-12-12,12.2,0.10000038,0.0,0.009090856648981571,0.004545428324490786,-0.02500009536743164,0.009090856648981571,-0.04999995231628418,10,14,4,24,12.0,12.3,2019-12-13T02:00:00.0,2019-12-12T10:00:00.0
2019-12-13,12.0,0.19999981,0.009090856648981571,0.0,0.004545428324490786,-0.0211111381649971,0.0,-0.09999942779541016,10,14,1,24,11.9,12.2,2019-12-14T02:00:00.0,2019-12-13T09:00:00.0
2019-12-14,11.9,0.0,0.0,0.011111047118902206,0.005555523559451103,-0.02499985694885254,0.011111047118902206,-0.039999961853027344,10,14,5,24,11.8,12.0,2019-12-15T02:00:00.0,2019-12-15T07:00:00.0
2019-12-15,11.85,0.0,0.011111047118902206,0.020000028423964977,0.015555537771433592,-0.02361102867871523,0.020000028423964977,-0.10000038146972656,10,14,1,24,11.7,12.0,2019-12-16T02:00:00.0,2019-12-16T07:00:00.0
2019-12-16,11.9,0.19999981,0.020000028423964977,0.010000037960708141,0.01500003319233656,-0.02499985694885254,0.010000037960708141,-0.039999961853027344,10,14,5,24,11.7,12.0,2019-12-17T03:00:00.0,2019-12-16T09:00:00.0
2019-12-17,11.65,0.40000057,0.010000037960708141,-0.008333365432918072,0.0008333362638950348,-0.03333314135670662,-0.008333365432918072,-0.03750002384185791,10,14,8,24,11.4,11.8,2019-12-18T07:00:00.0,2019-12-17T09:00:00.0
2019-12-18,11.35,-0.10000038,-0.008333365432918072,0.0,-0.004166682716459036,-0.01249992847442627,0.0,-0.09999942779541016,10,14,1,24,11.3,11.5,2019-12-19T03:00:00.0,2019-12-19T07:00:00.0
2019-12-19,11.45,-0.19999981,0.0,0.016666730865836143,0.008333365432918072,0.0,0.016666730865836143,-0.10000038146972656,10,14,1,24,11.4,11.7,2019-12-19T15:00:00.0,2019-12-20T07:00:00.0
2019-12-20,11.8,-2.0,0.016666730865836143,0.1555556207895279,0.08611117582768202,0.0,0.1555556207895279,-0.10000038146972656,10,14,1,24,11.7,13.7,2019-12-20T11:00:00.0,2019-12-21T07:00:00.0
2019-12-21,14.85,-3.8000011,0.1555556207895279,0.05000003054738045,0.10277782566845417,0.3285713195800781,0.05000003054738045,0.0,10,14,0,24,13.9,17.7,2019-12-21T08:00:00.0,2019-12-22T07:00:00.0
2019-12-22,17.7,0.20000076,0.05000003054738045,0.0,0.025000015273690224,0.0,0.0,0.0,10,14,0,24,17.3,17.7,2019-12-23T05:00:00.0,2019-12-22T17:00:00.0
2019-12-23,18.2,-1.5,0.0,0.0,0.0,0.17142841219902039,0.0,0.0,10,14,0,24,17.5,19.1,2019-12-23T08:00:00.0,2019-12-23T20:00:00.0
2019-12-24,18.9,-1.7999992,0.0,0.125,0.0625,0.0,0.125,-0.04999995231628418,10,14,8,24,18.6,20.5,2019-12-24T15:00:00.0,2019-12-25T07:00:00.0
2019-12-25,21.55,-1.6999989,0.125,-0.050000110641121864,0.03749994467943907,0.2333332747220993,-0.050000110641121864,0.0,10,14,0,24,20.6,22.9,2019-12-25T08:00:00.0,2019-12-25T21:00:00.0
2019-12-26,22.0,0.9000015,-0.050000110641121864,-0.03750014305114746,-0.04375012684613466,-0.05000019073486328,-0.03750014305114746,-0.0555555559694767,10,14,9,24,21.3,22.2,2019-12-27T07:00:00.0,2019-12-26T09:00:00.0
2019-12-27,21.1,0.5,-0.03750014305114746,-0.020000075921416283,-0.028750109486281872,-0.02500009536743164,-0.020000075921416283,NaN,10,14,9,24,20.7,21.2,2019-12-28T07:00:00.0,2019-12-27T11:00:00.0
2019-12-28,20.95,-0.29999924,-0.020000075921416283,0.0,-0.010000037960708141,0.05714280158281326,0.0,0.0,10,14,0,24,20.7,21.1,2019-12-28T10:00:00.0,2019-12-29T05:00:00.0
2019-12-29,20.9,NaN,0.0,-0.01666657067835331,-0.008333285339176655,-0.016666730865836143,-0.01666657067835331,-0.028571536764502525,10,14,7,24,20.6,21.0,2019-12-30T07:00:00.0,2019-12-29T10:00:00.0
2019-12-30,20.4,0.6000004,-0.01666657067835331,-0.030000114813447,-0.023333342745900154,-0.02500009536743164,-0.030000114813447,-0.03333346173167229,10,14,9,24,19.9,20.5,2019-12-31T07:00:00.0,2019-12-30T11:00:00.0
