date,SM_median,Loss,r_pre,r_cur,r_avg,slope_day,slope_night,slope_neg,n_day,n_night,n_neg,n_win,y_min,y_max,t_min,t_max
2018-01-01,31.8,-0.20000076,0.0,0.0,0.0,0.0,0.0,-0.09999847412109375,10,14,1,24,31.7,32.5,2018-01-01T14:00:00.0,2018-01-01T19:00:00.0
2018-01-02,32.0,-0.40000153,0.0,0.0,0.0,0.0,0.0,0.0,10,14,0,24,32.0,33.9,2018-01-03T03:00:00.0,2018-01-02T21:00:00.0
2018-01-03,33.3,-6.0,0.0,0.13333256542682648,0.06666628271341324,0.2857142984867096,0.13333256542682648,0.0,10,14,0,24,32.6,38.7,2018-01-03T08:00:00.0,2018-01-04T05:00:00.0
2018-01-04,38.2,3.800003,0.13333256542682648,-0.12999992072582245,0.0016663223505020142,-0.1999969482421875,-0.12999992072582245,-0.1899997740983963,10,14,10,24,34.6,38.6,2018-01-05T07:00:00.0,2018-01-04T11:00:00.0
2018-01-05,34.4,-2.9000015,-0.12999992072582245,0.0,-0.06499996036291122,-0.03333282470703125,0.0,-0.057142529636621475,10,14,7,24,34.2,37.8,2018-01-05T15:00:00.0,2018-01-06T05:00:00.0
2018-01-06,36.25,0.79999924,0.0,0.02222188375890255,0.011110941879451275,-0.18333308398723602,0.02222188375890255,-0.19000014662742615,10,14,10,24,35.4,37.6,2018-01-06T19:00:00.0,2018-01-06T23:00:00.0
2018-01-07,35.65,1.5,0.02222188375890255,-0.09999974817037582,-0.03888893220573664,-0.125,-0.09999974817037582,-0.15000009536743164,10,14,8,24,34.7,36.2,2018-01-08T07:00:00.0,2018-01-07T08:00:00.0
2018-01-08,34.5,1.0,-0.09999974817037582,-0.049999237060546875,-0.07499949261546135,-0.03333282470703125,-0.049999237060546875,-0.040000151842832565,10,14,10,24,33.6,34.6,2018-01-09T07:00:00.0,2018-01-08T10:00:00.0
2018-01-09,33.6,0.5999985,-0.049999237060546875,-0.03750038146972656,-0.04374980926513672,0.0,-0.03750038146972656,-0.09999847412109375,10,14,1,24,33.0,33.6,2018-01-10T07:00:00.0,2018-01-09T14:00:00.0
2018-01-10,33.0,0.29999924,-0.03750038146972656,-0.023076863959431648,-0.030288622714579105,0.0,-0.023076863959431648,-0.09999847412109375,10,14,1,24,32.7,33.1,2018-01-11T07:00:00.0,2018-01-10T13:00:00.0
2018-01-11,32.7,0.5,-0.023076863959431648,-0.029999922960996628,-0.026538393460214138,0.0,-0.029999922960996628,-0.10000228881835938,10,14,1,24,32.2,32.7,2018-01-12T07:00:00.0,2018-01-11T15:00:00.0
2018-01-12,32.2,0.5,-0.029999922960996628,-0.03749990463256836,-0.033749913796782494,0.0,-0.03749990463256836,0.0,10,14,0,24,31.7,32.2,2018-01-13T07:00:00.0,2018-01-12T21:00:00.0
2018-01-13,31.650002,0.5,-0.03749990463256836,-0.03333330154418945,-0.035416603088378906,-0.01250004768371582,-0.03333330154418945,-0.10000038146972656,10,14,1,24,31.2,31.7,2018-01-14T07:00:00.0,2018-01-13T12:00:00.0
2018-01-14,31.150002,0.40000153,-0.03333330154418945,-0.016666730865836143,-0.0250000162050128,0.0,-0.016666730865836143,-0.014285768382251263,10,14,7,24,30.8,31.2,2018-01-15T07:00:00.0,2018-01-14T14:00:00.0
2018-01-15,30.8,0.099998474,-0.016666730865836143,0.0,-0.008333365432918072,-0.012499809265136719,0.0,-0.09999847412109375,10,14,1,24,30.7,30.8,2018-01-16T07:00:00.0,2018-01-16T01:00:00.0
2018-01-16,30.8,NaN,0.0,0.0,0.0,0.020000075921416283,0.0,0.0,10,14,0,24,30.8,30.9,2018-01-17T07:00:00.0,2018-01-17T05:00:00.0
2018-01-17,30.9,0.099998474,0.0,-0.018181713297963142,-0.009090856648981571,0.0,-0.018181713297963142,0.0,10,14,0,24,30.7,30.9,2018-01-18T07:00:00.0,2018-01-17T22:00:00.0
2018-01-18,30.6,0.30000114,-0.018181713297963142,-0.020000075921416283,-0.019090894609689713,0.0,-0.020000075921416283,-0.10000038146972656,10,14,1,24,30.3,30.6,2018-01-19T07:00:00.0,2018-01-18T22:00:00.0
2018-01-19,30.3,-4.5,-0.020000075921416283,0.3833335340023041,0.1816667290404439,0.0,0.3833335340023041,0.0,10,14,0,24,30.3,35.8,2018-01-19T18:00:00.0,2018-01-20T02:00:00.0
2018-01-20,35.75,-2.5,0.3833335340023041,0.0,0.19166676700115204,0.2142857164144516,0.0,0.14444436132907867,10,14,9,24,34.5,37.4,2018-01-20T10:00:00.0,2018-01-21T05:00:00.0
2018-01-21,36.75,3.0,0.0,-0.09000015258789062,-0.04500007629394531,-0.20000076293945312,-0.09000015258789062,-0.21249961853027344,10,14,8,24,34.6,37.6,2018-01-22T07:00:00.0,2018-01-21T09:00:00.0
2018-01-22,34.35,0.9000015,-0.09000015258789062,-0.033334095031023026,-0.061667123809456825,-0.04999987408518791,-0.033334095031023026,-0.0555555559694767,10,14,9,24,33.6,34.5,2018-01-23T07:00:00.0,2018-01-22T09:00:00.0
2018-01-23,33.45,-3.300003,-0.033334095031023026,0.32222238183021545,0.14444414339959621,-0.024999618530273438,0.32222238183021545,-0.033333249390125275,10,14,9,24,33.2,36.9,2018-01-23T20:00:00.0,2018-01-24T07:00:00.0
2018-01-24,37.0,-1.0,0.32222238183021545,-0.03999977186322212,0.14111130498349667,0.04999987408518791,-0.03999977186322212,0.0,10,14,4,24,36.7,38.4,2018-01-24T08:00:00.0,2018-01-24T23:00:00.0
2018-01-25,38.45,0.30000305,-0.03999977186322212,-0.10000010579824448,-0.0699999388307333,0.0,-0.10000010579824448,-0.1400001496076584,10,14,5,24,36.5,38.8,2018-01-26T03:00:00.0,2018-01-25T12:00:00.0
2018-01-26,37.55,-0.79999924,-0.10000010579824448,0.07083304598927498,-0.014583529904484749,-0.0625,0.07083304598927498,-0.10000000149011612,10,13,5,23,37.4,38.6,2018-01-26T19:00:00.0,2018-01-27T06:00:00.0
2018-01-27,39.1,-0.6000023,0.07083304598927498,-0.09999995306134224,-0.01458345353603363,-0.040000151842832565,-0.09999995306134224,-0.08750009536743164,11,13,8,24,37.4,39.7,2018-01-28T03:00:00.0,2018-01-27T09:00:00.0
2018-01-28,38.5,0.29999924,-0.09999995306134224,-0.09999974817037582,-0.09999985061585903,-0.2999992370605469,-0.09999974817037582,-0.28888872265815735,11,13,9,24,35.8,39.8,2018-01-29T03:00:00.0,2018-01-28T08:00:00.0
2018-01-29,37.7,3.7999992,-0.09999974817037582,-0.11428560316562653,-0.10714267566800117,-0.23750019073486328,-0.11428560316562653,-0.21818161010742188,11,13,11,24,35.4,39.2,2018-01-30T06:00:00.0,2018-01-29T07:00:00.0
2018-01-30,35.1,1.0,-0.11428560316562653,-0.047726891934871674,-0.0810062475502491,-0.03333346173167229,-0.047726891934871674,-0.05454566329717636,11,13,11,24,34.2,35.2,2018-01-31T06:00:00.0,2018-01-30T07:00:00.0
2018-01-31,34.1,0.70000076,-0.047726891934871674,-0.059999845921993256,-0.053863368928432465,0.0,-0.059999845921993256,-0.10000228881835938,11,13,1,24,33.5,34.2,2018-02-01T06:00:00.0,2018-01-31T07:00:00.0
2018-02-01,33.4,0.40000153,-0.059999845921993256,-0.027922097593545914,-0.043960971757769585,0.0,-0.027922097593545914,-0.09999847412109375,11,13,1,24,33.0,33.4,2018-02-02T06:00:00.0,2018-02-01T17:00:00.0
2018-02-02,32.8,0.40000153,-0.027922097593545914,-0.0250000162050128,-0.026461056899279356,0.0,-0.0250000162050128,-0.06666692346334457,11,13,3,24,32.5,32.9,2018-02-03T06:00:00.0,2018-02-02T08:00:00.0
2018-02-03,32.4,0.40000153,-0.0250000162050128,-0.02613637689501047,-0.025568196550011635,0.0,-0.02613637689501047,-0.09999847412109375,11,13,1,24,32.0,32.4,2018-02-04T06:00:00.0,2018-02-03T17:00:00.0
2018-02-04,31.9,0.5,-0.02613637689501047,-0.022222094237804413,-0.024179235566407442,-0.014285768382251263,-0.022222094237804413,-0.02500009536743164,11,13,8,24,31.5,32.0,2018-02-05T06:00:00.0,2018-02-04T07:00:00.0
2018-02-05,31.5,0.39999962,-0.022222094237804413,-0.044949473813176155,-0.033585784025490284,0.010000037960708141,-0.044949473813176155,0.0,11,13,0,24,31.1,31.6,2018-02-06T06:00:00.0,2018-02-05T19:00:00.0
2018-02-06,31.1,0.0,-0.044949473813176155,-0.019999885000288486,-0.03247467940673232,0.02500009536743164,-0.019999885000288486,-0.10000038146972656,11,13,1,24,31.0,31.3,2018-02-07T06:00:00.0,2018-02-06T21:00:00.0
2018-02-07,31.0,0.29999924,-0.019999885000288486,-0.020000075921416283,-0.019999980460852385,0.0,-0.020000075921416283,-0.10000038146972656,11,13,1,24,30.7,31.0,2018-02-08T06:00:00.0,2018-02-08T01:00:00.0
2018-02-08,30.6,0.20000076,-0.020000075921416283,0.0,-0.010000037960708141,0.0,0.0,-0.014285768382251263,11,13,7,24,30.5,30.7,2018-02-09T06:00:00.0,2018-02-08T13:00:00.0
2018-02-09,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,13,0,24,30.4,30.5,2018-02-10T05:00:00.0,2018-02-10T06:00:00.0
2018-02-10,30.5,0.0,0.0,-0.004166682716459036,-0.002083341358229518,0.011111153289675713,-0.004166682716459036,0.0,11,13,0,24,30.5,30.7,2018-02-11T06:00:00.0,2018-02-11T00:00:00.0
2018-02-11,30.5,0.10000038,-0.004166682716459036,-0.005555576644837856,-0.004861129680648446,0.010000037960708141,-0.005555576644837856,-0.10000038146972656,11,13,1,24,30.3,30.5,2018-02-12T06:00:00.0,2018-02-12T02:00:00.0
2018-02-12,30.3,0.19999886,-0.005555576644837856,-0.014285496436059475,-0.009920536540448666,0.0,-0.014285496436059475,-0.09999847412109375,11,13,1,24,30.1,30.3,2018-02-13T06:00:00.0,2018-02-13T01:00:00.0
2018-02-13,30.1,0.0,-0.014285496436059475,-0.008712154813110828,-0.011498825624585152,0.010000037960708141,-0.008712154813110828,-0.10000038146972656,11,13,1,24,30.0,30.1,2018-02-14T06:00:00.0,2018-02-14T01:00:00.0
2018-02-14,30.0,0.10000038,-0.008712154813110828,0.0,-0.004356077406555414,0.0,0.0,0.0,11,13,0,24,29.9,30.0,2018-02-15T06:00:00.0,2018-02-14T20:00:00.0
2018-02-15,29.9,0.10000038,0.0,0.0,0.0,0.0,0.0,0.0,11,13,0,24,29.8,29.9,2018-02-16T06:00:00.0,2018-02-16T04:00:00.0
2018-02-16,29.8,0.099998474,0.0,-0.01250004768371582,-0.00625002384185791,0.0,-0.01250004768371582,0.0,11,13,0,24,29.7,29.9,2018-02-17T06:00:00.0,2018-02-16T23:00:00.0
2018-02-17,29.7,0.0,-0.01250004768371582,0.0,-0.00625002384185791,0.0,0.0,0.0,11,13,0,24,29.7,29.7,2018-02-18T06:00:00.0,2018-02-18T06:00:00.0
2018-02-18,29.6,-0.5,0.0,0.050000110641121864,0.025000055320560932,0.0,0.050000110641121864,-0.10000038146972656,11,13,1,24,29.6,30.3,2018-02-18T20:00:00.0,2018-02-18T23:00:00.0
2018-02-19,30.6,-2.9000015,0.050000110641121864,0.03333346173167229,0.041666786186397076,0.05000019073486328,0.03333346173167229,0.0,11,13,0,24,30.3,33.2,2018-02-19T09:00:00.0,2018-02-20T06:00:00.0
2018-02-20,35.6,1.6000023,0.03333346173167229,-0.049999237060546875,-0.008332887664437294,-0.20000028610229492,-0.049999237060546875,-0.3142858147621155,11,13,7,24,34.1,37.0,2018-02-21T06:00:00.0,2018-02-20T09:00:00.0
2018-02-21,35.4,-0.099998474,-0.049999237060546875,-0.07500028610229492,-0.0624997615814209,0.0714285746216774,-0.07500028610229492,0.02857099287211895,11,13,7,24,34.5,35.9,2018-02-21T07:00:00.0,2018-02-21T14:00:00.0
2018-02-22,34.3,0.79999924,-0.07500028610229492,-0.040000151842832565,-0.057500218972563744,-0.016667047515511513,-0.040000151842832565,-0.036363426595926285,11,13,11,24,33.7,34.5,2018-02-23T06:00:00.0,2018-02-22T07:00:00.0
2018-02-23,33.5,-3.2000008,-0.040000151842832565,0.3949998915195465,0.17749986983835697,0.0,0.3949998915195465,-0.10000038146972656,11,13,2,24,33.5,38.2,2018-02-23T18:00:00.0,2018-02-24T02:00:00.0
2018-02-24,35.9,2.2999992,0.3949998915195465,-0.06666655093431473,0.1641666702926159,-0.09999847412109375,-0.06666655093431473,-0.16363663971424103,11,13,11,24,34.3,36.6,2018-02-25T06:00:00.0,2018-02-24T07:00:00.0
2018-02-25,34.0,0.79999924,-0.06666655093431473,-0.040000151842832565,-0.05333335138857365,0.0,-0.040000151842832565,-0.07499980926513672,11,13,4,24,33.4,34.2,2018-02-26T06:00:00.0,2018-02-25T07:00:00.0
2018-02-26,33.3,0.29999924,-0.040000151842832565,-0.028571536764502525,-0.034285844303667545,0.0,-0.028571536764502525,-0.06666692346334457,11,13,3,24,33.0,33.3,2018-02-27T06:00:00.0,2018-02-26T22:00:00.0
2018-02-27,33.1,-2.0,-0.028571536764502525,-0.373214453458786,-0.20089299511164427,0.016666412353515625,-0.373214453458786,0.0,11,13,0,24,33.0,39.8,2018-02-27T10:00:00.0,2018-02-27T19:00:00.0
2018-02-28,34.4,1.4000015,-0.373214453458786,-0.049999793991446495,-0.21160712372511625,-0.057142529636621475,-0.049999793991446495,-0.07999992370605469,11,13,10,24,33.5,34.9,2018-03-01T06:00:00.0,2018-02-28T07:00:00.0
2018-03-01,33.3,0.80000305,-0.049999793991446495,-0.05000019073486328,-0.04999999236315489,-0.02500009536743164,-0.05000019073486328,-0.03749990463256836,11,13,8,24,32.6,33.4,2018-03-02T06:00:00.0,2018-03-01T10:00:00.0
2018-03-02,32.5,-6.0,-0.05000019073486328,-0.0833333358168602,-0.06666676327586174,0.5,-0.0833333358168602,-0.03999938815832138,11,13,5,24,32.4,39.6,2018-03-02T13:00:00.0,2018-03-02T22:00:00.0
2018-03-03,36.0,4.8999977,-0.0833333358168602,-0.08571406453847885,-0.08452370017766953,-0.4111107587814331,-0.08571406453847885,-0.38999977707862854,11,13,10,24,33.7,38.6,2018-03-04T06:00:00.0,2018-03-03T07:00:00.0
2018-03-04,36.2,-1.2000008,-0.08571406453847885,-0.3738889992237091,-0.22980153188109398,0.21111127734184265,-0.3738889992237091,0.1799999177455902,11,13,10,24,33.5,38.5,2018-03-04T08:00:00.0,2018-03-04T21:00:00.0
2018-03-05,34.2,1.199997,-0.3738889992237091,-0.06458282470703125,-0.21923591196537018,-0.049999237060546875,-0.06458282470703125,-0.0666666030883789,12,12,12,24,33.4,34.6,2018-03-06T06:00:00.0,2018-03-05T07:00:00.0
2018-03-06,37.699997,-5.299999,-0.06458282470703125,0.049999237060546875,-0.0072917938232421875,0.19999853521585464,0.049999237060546875,-0.2333323210477829,12,12,3,24,33.5,39.1,2018-03-06T09:00:00.0,2018-03-07T04:00:00.0
2018-03-07,36.65,4.299999,0.049999237060546875,-0.10000000149011612,-0.025000382214784622,-0.30000026524066925,-0.10000000149011612,-0.2749999463558197,12,12,12,24,34.3,38.6,2018-03-08T06:00:00.0,2018-03-07T07:00:00.0
2018-03-08,33.95,1.0,-0.10000000149011612,-0.05000009573996067,-0.0750000486150384,-0.03333346173167229,-0.05000009573996067,-0.0625,12,12,8,24,33.2,34.2,2018-03-09T06:00:00.0,2018-03-08T07:00:00.0
2018-03-09,33.0,0.5,-0.05000009573996067,-0.03333303704857826,-0.041666566394269466,0.0,-0.03333303704857826,-0.10000038146972656,12,12,2,24,32.6,33.1,2018-03-10T06:00:00.0,2018-03-09T07:00:00.0
2018-03-10,32.4,0.5,-0.03333303704857826,-0.04142886586487293,-0.0373809514567256,0.0,-0.04142886586487293,-0.07499980926513672,12,12,4,24,32.0,32.5,2018-03-11T06:00:00.0,2018-03-10T07:00:00.0
2018-03-11,31.9,0.39999962,-0.04142886586487293,-0.014285496436059475,-0.027857181150466204,0.0,-0.014285496436059475,-0.01818188838660717,12,12,11,24,31.5,31.9,2018-03-12T06:00:00.0,2018-03-11T16:00:00.0
2018-03-12,31.2,0.39999962,-0.014285496436059475,-0.016666730865836143,-0.01547611365094781,0.0,-0.016666730865836143,-0.09999974817037582,12,12,3,24,31.0,31.4,2018-03-13T06:00:00.0,2018-03-12T07:00:00.0
2018-03-13,30.9,-4.5999985,-0.016666730865836143,-0.12053541094064713,-0.06860107090324163,0.18000026047229767,-0.12053541094064713,-0.10000038146972656,12,12,1,24,30.9,38.5,2018-03-13T14:00:00.0,2018-03-13T18:00:00.0
2018-03-14,35.45,0.80000305,-0.12053541094064713,-0.20000076293945312,-0.16026808694005013,0.21500034630298615,-0.20000076293945312,0.15833346545696259,12,12,12,24,34.6,37.8,2018-03-15T06:00:00.0,2018-03-14T17:00:00.0
2018-03-15,34.2,1.0,-0.20000076293945312,-0.05000019073486328,-0.1250004768371582,-0.02613678853958845,-0.05000019073486328,-0.05000000074505806,12,12,10,24,33.4,34.4,2018-03-16T06:00:00.0,2018-03-15T08:00:00.0
2018-03-16,33.2,0.70000076,-0.05000019073486328,-0.024999618530273438,-0.03749990463256836,-0.025000333786010742,-0.024999618530273438,-0.03750038146972656,12,12,8,24,32.7,33.4,2018-03-17T06:00:00.0,2018-03-16T07:00:00.0
2018-03-17,36.45,-5.700001,-0.024999618530273438,0.07499980926513672,0.02500009536743164,0.45772720873355865,0.07499980926513672,-0.20000076293945312,12,12,1,24,32.7,38.4,2018-03-17T09:00:00.0,2018-03-18T06:00:00.0
2018-03-18,38.6,-0.3999977,0.07499980926513672,0.0,0.03749990463256836,0.05000019073486328,0.0,0.0,12,12,0,24,38.4,39.1,2018-03-18T09:00:00.0,2018-03-19T02:00:00.0
2018-03-19,37.6,2.5999985,0.0,-0.06833349913358688,-0.03416674956679344,-0.17321443557739258,-0.06833349913358688,-0.2083333283662796,12,12,12,24,35.2,38.3,2018-03-20T06:00:00.0,2018-03-19T08:00:00.0
2018-03-20,34.65,1.5,-0.06833349913358688,-0.0714285746216774,-0.06988103687763214,-0.06666692346334457,-0.0714285746216774,-0.07272720336914062,12,12,11,24,33.6,35.1,2018-03-21T06:00:00.0,2018-03-20T07:00:00.0
2018-03-21,33.3,0.5999985,-0.0714285746216774,-0.03874983824789524,-0.05508920643478632,0.0,-0.03874983824789524,-0.07499980926513672,12,12,4,24,32.9,33.5,2018-03-22T06:00:00.0,2018-03-21T07:00:00.0
2018-03-22,32.6,0.70000076,-0.03874983824789524,-0.03333282470703125,-0.036041331477463245,0.0,-0.03333282470703125,-0.1000010147690773,12,12,3,24,32.1,32.8,2018-03-23T06:00:00.0,2018-03-22T07:00:00.0
2018-03-23,31.9,0.29999924,-0.03333282470703125,0.0,-0.016666412353515625,0.0,0.0,-0.06666628271341324,12,12,3,24,31.7,32.0,2018-03-24T06:00:00.0,2018-03-23T08:00:00.0
2018-03-24,32.35,-2.7999992,0.0,-0.04999987408518791,-0.024999937042593956,0.3777775168418884,-0.04999987408518791,0.0,12,12,0,24,31.7,35.1,2018-03-24T10:00:00.0,2018-03-24T18:00:00.0
2018-03-25,34.1,1.1000023,-0.04999987408518791,-0.05357210896909237,-0.05178599152714014,-0.033334095031023026,-0.05357210896909237,-0.0555555559694767,12,12,9,24,33.3,34.4,2018-03-26T06:00:00.0,2018-03-25T08:00:00.0
2018-03-26,32.6,1.1999989,-0.05357210896909237,-0.04365082271397114,-0.048611465841531754,-0.023611200973391533,-0.04365082271397114,-0.1400001496076584,12,12,5,24,31.9,33.1,2018-03-27T06:00:00.0,2018-03-26T07:00:00.0
2018-03-27,31.0,0.9000015,-0.04365082271397114,0.017424222081899643,-0.013113300316035748,-0.10000000149011612,0.017424222081899643,-0.12999992072582245,12,12,10,24,30.5,31.7,2018-03-28T02:00:00.0,2018-03-27T07:00:00.0
2018-03-28,30.05,0.8999996,0.017424222081899643,0.03541668318212032,0.026420452632009983,-0.09999942779541016,0.03541668318212032,-0.10909080505371094,12,12,11,24,29.5,30.6,2018-03-28T22:00:00.0,2018-03-28T07:00:00.0
2018-03-29,29.4,0.5,0.03541668318212032,0.0,0.01770834159106016,0.0,0.0,-0.03750014305114746,12,12,8,24,29.1,29.6,2018-03-30T06:00:00.0,2018-03-29T07:00:00.0
2018-03-30,28.349998,1.2999992,0.0,-0.02500009536743164,-0.01250004768371582,-0.09999958798289299,-0.02500009536743164,-0.10000000149011612,12,12,10,24,27.7,29.0,2018-03-31T06:00:00.0,2018-03-30T07:00:00.0
2018-03-31,27.5,0.10000038,-0.02500009536743164,-0.02500009536743164,-0.02500009536743164,0.05000019073486328,-0.02500009536743164,-0.125,12,12,4,24,27.2,27.8,2018-03-31T10:00:00.0,2018-03-31T18:00:00.0
2018-04-01,27.5,-6.299999,-0.02500009536743164,0.5530300140380859,0.26401495933532715,0.0,0.5530300140380859,0.0,12,12,0,24,27.5,34.3,2018-04-01T21:00:00.0,2018-04-02T03:00:00.0
2018-04-02,32.75,2.0,0.5530300140380859,-0.07888878881931305,0.23707061260938644,-0.09999847412109375,-0.07888878881931305,-0.12727251648902893,12,12,11,24,31.5,33.5,2018-04-03T06:00:00.0,2018-04-02T07:00:00.0
2018-04-03,31.0,0.39999962,-0.07888878881931305,0.0,-0.039444394409656525,-0.011111153289675713,0.0,-0.060000039637088776,12,12,10,24,30.9,31.3,2018-04-04T06:00:00.0,2018-04-03T07:00:00.0
2018-04-04,30.6,-3.2999992,0.0,0.3955555558204651,0.19777777791023254,-0.020000075921416283,0.3955555558204651,-0.04999995231628418,12,12,8,24,30.4,37.7,2018-04-04T22:00:00.0,2018-04-05T01:00:00.0
2018-04-05,34.65,1.5999985,0.3955555558204651,-0.11428560316562653,0.14063497632741928,0.05357210896909237,-0.11428560316562653,-0.020000075921416283,12,12,10,24,33.0,35.8,2018-04-06T06:00:00.0,2018-04-05T16:00:00.0
2018-04-06,32.45,1.4000015,-0.11428560316562653,-0.049999937415122986,-0.08214277029037476,-0.06666692346334457,-0.049999937415122986,-0.07999992370605469,12,12,10,24,31.5,32.9,2018-04-07T06:00:00.0,2018-04-06T07:00:00.0
2018-04-07,31.0,1.0999985,-0.049999937415122986,-0.04999947547912598,-0.04999970644712448,-0.023611200973391533,-0.04999947547912598,-0.05454548820853233,12,12,11,24,30.2,31.3,2018-04-08T06:00:00.0,2018-04-07T07:00:00.0
2018-04-08,29.7,0.70000076,-0.04999947547912598,-0.02500009536743164,-0.03749978542327881,0.0,-0.02500009536743164,-0.125,12,11,4,23,29.3,30.0,2018-04-09T05:00:00.0,2018-04-08T07:00:00.0
2018-04-09,28.7,0.6000004,-0.02500009536743164,-0.016666730865836143,-0.020833413116633892,0.0,-0.016666730865836143,-0.13999977707862854,13,11,5,24,28.5,29.1,2018-04-10T05:00:00.0,2018-04-09T06:00:00.0
2018-04-10,27.8,0.6000004,-0.016666730865836143,0.0,-0.008333365432918072,0.0,0.0,-0.19999980926513672,13,11,4,24,27.6,28.2,2018-04-11T05:00:00.0,2018-04-10T06:00:00.0
2018-04-11,27.3,-0.70000076,0.0,0.08750009536743164,0.04375004768371582,0.0,0.08750009536743164,-0.10000038146972656,13,11,3,24,27.3,28.2,2018-04-11T14:00:00.0,2018-04-12T05:00:00.0
2018-04-12,28.3,-6.8999977,0.08750009536743164,0.19999949634075165,0.14374979585409164,0.1585712432861328,0.19999949634075165,0.0,13,11,0,24,28.2,37.1,2018-04-12T11:00:00.0,2018-04-12T20:00:00.0
2018-04-13,36.0,1.2999992,0.19999949634075165,-0.34722232818603516,-0.07361141592264175,0.14999961853027344,-0.34722232818603516,0.0,13,11,0,24,34.0,37.2,2018-04-14T05:00:00.0,2018-04-13T21:00:00.0
2018-04-14,34.4,0.70000076,-0.34722232818603516,-0.0833333358168602,-0.21527783200144768,-0.05000082589685917,-0.0833333358168602,0.0076921903528273106,13,11,13,24,33.2,35.0,2018-04-15T05:00:00.0,2018-04-14T09:00:00.0
2018-04-15,33.1,1.6000004,-0.0833333358168602,-0.0714285746216774,-0.0773809552192688,-0.033333778381347656,-0.0714285746216774,-0.059999845921993256,13,11,10,24,31.6,33.3,2018-04-16T05:00:00.0,2018-04-15T08:00:00.0
2018-04-16,31.1,0.10000038,-0.0714285746216774,0.03333314135670662,-0.01904771663248539,0.0,0.03333314135670662,-0.125,13,11,4,24,31.1,31.5,2018-04-16T21:00:00.0,2018-04-16T06:00:00.0
2018-04-17,30.8,2.1000004,0.03333314135670662,-0.0555555559694767,-0.01111120730638504,-0.09999974817037582,-0.0555555559694767,-0.10833326727151871,13,11,12,24,29.3,31.4,2018-04-18T05:00:00.0,2018-04-17T06:00:00.0
2018-04-18,28.8,1.3999996,-0.0555555559694767,-0.060000229626894,-0.05777789279818535,0.0,-0.060000229626894,-0.05833323672413826,13,11,12,24,27.7,29.1,2018-04-19T05:00:00.0,2018-04-18T06:00:00.0
2018-04-19,27.4,-0.5,-0.060000229626894,-0.020000075921416283,-0.04000015277415514,0.10000038146972656,-0.020000075921416283,-0.23333358764648438,13,11,3,24,27.0,28.1,2018-04-19T10:00:00.0,2018-04-19T21:00:00.0
2018-04-20,27.5,-6.5,-0.020000075921416283,0.7874999046325684,0.38374991435557604,-0.01250004768371582,0.7874999046325684,-0.03846153989434242,13,11,13,24,27.3,34.9,2018-04-20T19:00:00.0,2018-04-21T02:00:00.0
2018-04-21,34.4,-0.3999977,0.7874999046325684,-0.012500286102294922,0.3874998092651367,-0.08571434020996094,-0.012500286102294922,-0.016666730865836143,13,11,12,24,33.3,35.8,2018-04-22T02:00:00.0,2018-04-21T08:00:00.0
2018-04-22,35.7,-5.5,-0.012500286102294922,0.2999992370605469,0.14374947547912598,0.17249993979930878,0.2999992370605469,-0.32000046968460083,13,11,5,24,34.8,40.5,2018-04-22T14:00:00.0,2018-04-23T03:00:00.0
2018-04-23,38.0,5.8999977,0.2999992370605469,-0.059999845921993256,0.11999969556927681,-0.4645834267139435,-0.059999845921993256,-0.5333332419395447,13,11,9,24,34.4,40.3,2018-04-24T05:00:00.0,2018-04-23T09:00:00.0
2018-04-24,34.15,0.29999924,-0.059999845921993256,-0.049999237060546875,-0.054999541491270065,0.06666628643870354,-0.049999237060546875,-0.17500019073486328,13,11,4,24,33.7,34.6,2018-04-24T09:00:00.0,2018-04-25T00:00:00.0
2018-04-25,33.5,0.9000015,-0.049999237060546875,-0.01999969407916069,-0.03499946556985378,0.0,-0.01999969407916069,-0.11999969184398651,13,11,5,24,33.0,33.9,2018-04-26T05:00:00.0,2018-04-25T06:00:00.0
2018-04-26,33.2,0.0,-0.01999969407916069,-0.020000457763671875,-0.020000075921416283,0.06333357654511929,-0.020000457763671875,-0.1666666716337204,13,11,3,24,32.5,33.4,2018-04-26T09:00:00.0,2018-04-27T01:00:00.0
2018-04-27,32.3,0.5999985,-0.020000457763671875,0.0,-0.010000228881835938,0.0,0.0,-0.15999984741210938,13,11,5,24,32.2,32.8,2018-04-28T05:00:00.0,2018-04-27T06:00:00.0
2018-04-28,31.6,0.69999886,0.0,-0.022222306579351425,-0.011111153289675713,0.0,-0.022222306579351425,-0.15000009536743164,13,11,4,24,31.4,32.1,2018-04-29T05:00:00.0,2018-04-28T06:00:00.0
2018-04-29,35.3,-2.7000008,-0.022222306579351425,-0.0700000748038292,-0.04611119069159031,0.0,-0.0700000748038292,0.26153844594955444,13,11,13,24,31.3,35.7,2018-04-29T07:00:00.0,2018-04-29T11:00:00.0
2018-04-30,33.1,-2.3999977,-0.0700000748038292,0.3625001907348633,0.14625005796551704,-0.035417238250374794,0.3625001907348633,-0.0833333358168602,13,11,12,24,33.0,36.6,2018-04-30T23:00:00.0,2018-05-01T01:00:00.0
